time,Force,Displacement
        22.0500,  -4.165859,    0.661,
        22.1000,  -4.161755,    0.664,
        22.1500,  -4.157477,    0.667,
        22.2000,  -4.153419,    0.669,
        22.2500,  -4.149231,    0.673,
        22.3000,  -4.144999,    0.676,
        22.3500,  -4.140935,    0.679,
        22.4000,  -4.136540,    0.682,
        22.4500,  -4.132450,    0.685,
        22.5000,  -4.128271,    0.688,
        22.5500,  -4.124119,    0.692,
        22.6000,  -4.119968,    0.694,
        22.6500,  -4.115904,    0.697,
        22.7000,  -4.111654,    0.701,
        22.7500,  -4.107538,    0.704,
        22.8000,  -4.103422,    0.707,
        22.8500,  -4.099182,    0.710,
        22.9000,  -4.095108,    0.713,
        22.9500,  -4.090784,    0.716,
        23.0000,  -4.086625,    0.719,
        23.0500,  -4.082367,    0.722,
        23.1000,  -4.078305,    0.725,
        23.1500,  -4.074129,    0.728,
        23.2000,  -4.070053,    0.731,
        23.2500,  -4.065778,    0.734,
        23.3000,  -4.061757,    0.738,
        23.3500,  -4.057544,    0.741,
        23.4000,  -4.053311,    0.744,
        23.4500,  -4.049225,    0.747,
        23.5000,  -4.045045,    0.751,
        23.5500,  -4.040660,    0.754,
        23.6000,  -4.036629,    0.757,
        23.6500,  -4.032429,    0.760,
        23.7000,  -4.028313,    0.764,
        23.7500,  -4.024115,    0.767,
        23.8000,  -4.020033,    0.770,
        23.8500,  -4.015866,    0.773,
        23.9000,  -4.011723,    0.776,
        23.9500,  -4.007522,    0.780,
        24.0000,  -4.003352,    0.783,
        24.0500,  -3.999215,    0.786,
        24.1000,  -3.994867,    0.790,
        24.1500,  -3.990802,    0.793,
        24.2000,  -3.986605,    0.795,
        24.2500,  -3.982478,    0.799,
        24.3000,  -3.978144,    0.802,
        24.3500,  -3.974207,    0.805,
        24.4000,  -3.969857,    0.808,
        24.4500,  -3.965895,    0.811,
        24.5000,  -3.961687,    0.814,
        24.5500,  -3.957573,    0.818,
        24.6000,  -3.953326,    0.820,
        24.6500,  -3.949023,    0.824,
        24.7000,  -3.944993,    0.827,
        24.7500,  -3.940668,    0.831,
        24.8000,  -3.936626,    0.833,
        24.8500,  -3.932526,    0.837,
        24.9000,  -3.928224,    0.840,
        24.9500,  -3.924100,    0.843,
        25.0000,  -3.920154,    0.846,
        25.0500,  -3.915790,    0.849,
        25.1000,  -3.911741,    0.852,
        25.1500,  -3.907552,    0.855,
        25.2000,  -3.903219,    0.859,
        25.2500,  -3.899024,    0.862,
        25.3000,  -3.894884,    0.865,
        25.3500,  -3.890758,    0.868,
        25.4000,  -3.886590,    0.871,
        25.4500,  -3.882508,    0.873,
        25.5000,  -3.878173,    0.877,
        25.5500,  -3.874182,    0.879,
        25.6000,  -3.870014,    0.881,
        25.6500,  -3.865951,    0.885,
        25.7000,  -3.861661,    0.888,
        25.7500,  -3.857454,    0.891,
        25.8000,  -3.853268,    0.894,
        25.8500,  -3.848927,    0.898,
        25.9000,  -3.844978,    0.900,
        25.9500,  -3.840769,    0.904,
        26.0000,  -3.836492,    0.907,
        26.0500,  -3.832535,    0.909,
        26.1000,  -3.828284,    0.913,
        26.1500,  -3.824029,    0.916,
        26.2000,  -3.819972,    0.917,
        26.2500,  -3.815856,    0.919,
        26.3000,  -3.811667,    0.920,
        26.3500,  -3.807386,    0.922,
        26.4000,  -3.803203,    0.925,
        26.4500,  -3.799004,    0.928,
        26.5000,  -3.794985,    0.930,
        26.5500,  -3.790744,    0.933,
        26.6000,  -3.786582,    0.936,
        26.6500,  -3.782506,    0.938,
        26.7000,  -3.778334,    0.942,
        26.7500,  -3.774215,    0.944,
