time,Force,Displacement
        35.7000,  -3.028639,    2.352,
        35.7500,  -3.024368,    2.362,
        35.8000,  -3.020178,    2.371,
        35.8500,  -3.016002,    2.379,
        35.9000,  -3.011950,    2.388,
        35.9500,  -3.007719,    2.397,
        36.0000,  -3.003640,    2.407,
        36.0500,  -2.999438,    2.416,
        36.1000,  -2.995306,    2.425,
        36.1500,  -2.991223,    2.434,
        36.2000,  -2.987027,    2.444,
        36.2500,  -2.982794,    2.454,
        36.3000,  -2.978524,    2.464,
        36.3500,  -2.974348,    2.473,
        36.4000,  -2.970124,    2.482,
        36.4500,  -2.966132,    2.491,
        36.5000,  -2.961780,    2.502,
        36.5500,  -2.957806,    2.511,
        36.6000,  -2.953625,    2.520,
        36.6500,  -2.949441,    2.530,
