time,Force,Displacement
        15.1000,  -4.745071,    0.053,
        15.1500,  -4.740940,    0.054,
        15.2000,  -4.736795,    0.054,
        15.2500,  -4.732638,    0.054,
        15.3000,  -4.728506,    0.054,
        15.3500,  -4.724340,    0.055,
        15.4000,  -4.720195,    0.055,
        15.4500,  -4.716013,    0.056,
        15.5000,  -4.711878,    0.056,
        15.5500,  -4.707554,    0.056,
        15.6000,  -4.703391,    0.056,
        15.6500,  -4.699236,    0.056,
        15.7000,  -4.695077,    0.056,
        15.7500,  -4.690925,    0.056,
        15.8000,  -4.686729,    0.057,
        15.8500,  -4.682621,    0.057,
        15.9000,  -4.678462,    0.058,
        15.9500,  -4.674302,    0.058,
        16.0000,  -4.670187,    0.058,
        16.0500,  -4.666004,    0.058,
        16.1000,  -4.661839,    0.058,
        16.1500,  -4.657515,    0.059,
        16.2000,  -4.653315,    0.059,
        16.2500,  -4.649205,    0.060,
        16.3000,  -4.645083,    0.060,
        16.3500,  -4.640879,    0.060,
        16.4000,  -4.636759,    0.060,
        16.4500,  -4.632624,    0.060,
        16.5000,  -4.628467,    0.061,
        16.5500,  -4.624249,    0.061,
        16.6000,  -4.620158,    0.062,
        16.6500,  -4.616019,    0.062,
        16.7000,  -4.611704,    0.062,
        16.7500,  -4.607496,    0.062,
        16.8000,  -4.603346,    0.062,
        16.8500,  -4.599220,    0.062,
        16.9000,  -4.595037,    0.063,
        16.9500,  -4.590905,    0.063,
        17.0000,  -4.586745,    0.064,
        17.0500,  -4.582609,    0.064,
        17.1000,  -4.578448,    0.064,
        17.1500,  -4.574313,    0.064,
        17.2000,  -4.570139,    0.064,
        17.2500,  -4.565970,    0.065,
        17.3000,  -4.561621,    0.065,
        17.3500,  -4.557481,    0.066,
        17.4000,  -4.553362,    0.066,
        17.4500,  -4.549199,    0.066,
        17.5000,  -4.545038,    0.066,
        17.5500,  -4.540876,    0.067,
        17.6000,  -4.536749,    0.067,
        17.6500,  -4.532587,    0.068,
        17.7000,  -4.528456,    0.068,
        17.7500,  -4.524283,    0.068,
        17.8000,  -4.520144,    0.068,
        17.8500,  -4.515835,    0.069,
        17.9000,  -4.511656,    0.069,
        17.9500,  -4.507492,    0.070,
        18.0000,  -4.503365,    0.070,
        18.0500,  -4.499179,    0.070,
        18.1000,  -4.495054,    0.070,
        18.1500,  -4.490895,    0.071,
        18.2000,  -4.486714,    0.072,
        18.2500,  -4.482664,    0.072,
        18.3000,  -4.478405,    0.072,
        18.3500,  -4.474280,    0.073,
        18.4000,  -4.470070,    0.073,
        18.4500,  -4.465798,    0.074,
        18.5000,  -4.461642,    0.074,
        18.5500,  -4.457519,    0.075,
        18.6000,  -4.453353,    0.075,
        18.6500,  -4.449204,    0.075,
        18.7000,  -4.445030,    0.075,
        18.7500,  -4.440908,    0.076,
        18.8000,  -4.436783,    0.077,
        18.8500,  -4.432578,    0.077,
        18.9000,  -4.428480,    0.077,
        18.9500,  -4.424260,    0.077,
        19.0000,  -4.419997,    0.078,
        19.0500,  -4.415807,    0.079,
        19.1000,  -4.411662,    0.079,
        19.1500,  -4.407481,    0.079,
        19.2000,  -4.403346,    0.080,
        19.2500,  -4.399210,    0.081,
        19.3000,  -4.395056,    0.081,
        19.3500,  -4.390913,    0.081,
        19.4000,  -4.386750,    0.082,
        19.4500,  -4.382627,    0.082,
        19.5000,  -4.378433,    0.083,
        19.5500,  -4.374164,    0.083,
        19.6000,  -4.369968,    0.084,
        19.6500,  -4.365827,    0.084,
        19.7000,  -4.361666,    0.085,
        19.7500,  -4.357497,    0.085,
        19.8000,  -4.353372,    0.085,
        19.8500,  -4.349196,    0.086,
        19.9000,  -4.345070,    0.087,
        19.9500,  -4.340877,    0.087,
        20.0000,  -4.336785,    0.087,
        20.0500,  -4.332602,    0.087,
        20.1000,  -4.328426,    0.088,
        20.1500,  -4.324061,    0.089,
        20.2000,  -4.319968,    0.089,
        20.2500,  -4.315841,    0.089,
        20.3000,  -4.311659,    0.090,
        20.3500,  -4.307490,    0.091,
        20.4000,  -4.303378,    0.091,
        20.4500,  -4.299222,    0.092,
        20.5000,  -4.295038,    0.093,
        20.5500,  -4.290892,    0.093,
        20.6000,  -4.286742,    0.094,
        20.6500,  -4.282584,    0.095,
        20.7000,  -4.278272,    0.095,
        20.7500,  -4.274147,    0.096,
        20.8000,  -4.269943,    0.096,
        20.8500,  -4.265843,    0.097,
        20.9000,  -4.261663,    0.098,
        20.9500,  -4.257477,    0.098,
        21.0000,  -4.253362,    0.098,
        21.0500,  -4.249220,    0.099,
        21.1000,  -4.245082,    0.100,
        21.1500,  -4.240904,    0.100,
        21.2000,  -4.236755,    0.100,
        21.2500,  -4.232463,    0.101,
        21.3000,  -4.228261,    0.102,
        21.3500,  -4.224087,    0.102,
        21.4000,  -4.219982,    0.103,
        21.4500,  -4.215827,    0.104,
        21.5000,  -4.211657,    0.104,
        21.5500,  -4.207503,    0.105,
        21.6000,  -4.203371,    0.106,
        21.6500,  -4.199225,    0.106,
        21.7000,  -4.195056,    0.107,
        21.7500,  -4.190893,    0.108,
        21.8000,  -4.186662,    0.108,
        21.8500,  -4.182399,    0.109,
        21.9000,  -4.178274,    0.110,
        21.9500,  -4.174098,    0.110,
        22.0000,  -4.169967,    0.111,
        22.0500,  -4.165790,    0.111,
        22.1000,  -4.161667,    0.112,
        22.1500,  -4.157481,    0.112,
        22.2000,  -4.153363,    0.113,
        22.2500,  -4.149187,    0.114,
        22.3000,  -4.145081,    0.114,
        22.3500,  -4.140819,    0.115,
        22.4000,  -4.136551,    0.117,
        22.4500,  -4.132421,    0.117,
        22.5000,  -4.128240,    0.118,
        22.5500,  -4.124110,    0.119,
        22.6000,  -4.119955,    0.119,
        22.6500,  -4.115803,    0.120,
        22.7000,  -4.111672,    0.121,
        22.7500,  -4.107494,    0.121,
        22.8000,  -4.103346,    0.123,
        22.8500,  -4.099204,    0.123,
        22.9000,  -4.095067,    0.123,
        22.9500,  -4.090743,    0.125,
        23.0000,  -4.086578,    0.125,
        23.0500,  -4.082389,    0.126,
        23.1000,  -4.078271,    0.127,
        23.1500,  -4.074127,    0.128,
        23.2000,  -4.069953,    0.129,
        23.2500,  -4.065798,    0.129,
        23.3000,  -4.061675,    0.130,
        23.3500,  -4.057500,    0.131,
        23.4000,  -4.053384,    0.132,
        23.4500,  -4.049154,    0.133,
        23.5000,  -4.044960,    0.133,
        23.5500,  -4.040712,    0.134,
        23.6000,  -4.036552,    0.136,
        23.6500,  -4.032399,    0.136,
        23.7000,  -4.028259,    0.137,
        23.7500,  -4.024098,    0.138,
        23.8000,  -4.019973,    0.139,
        23.8500,  -4.015832,    0.140,
        23.9000,  -4.011652,    0.141,
        23.9500,  -4.007496,    0.142,
        24.0000,  -4.003349,    0.143,
        24.0500,  -3.999154,    0.144,
        24.1000,  -3.994846,    0.145,
        24.1500,  -3.990697,    0.146,
        24.2000,  -3.986549,    0.146,
        24.2500,  -3.982424,    0.147,
        24.3000,  -3.978268,    0.148,
        24.3500,  -3.974115,    0.149,
        24.4000,  -3.969927,    0.150,
        24.4500,  -3.965846,    0.150,
        24.5000,  -3.961672,    0.152,
        24.5500,  -3.957494,    0.153,
        24.6000,  -3.953347,    0.154,
        24.6500,  -3.949034,    0.155,
        24.7000,  -3.944862,    0.157,
        24.7500,  -3.940702,    0.157,
        24.8000,  -3.936540,    0.158,
        24.8500,  -3.932388,    0.159,
        24.9000,  -3.928305,    0.160,
        24.9500,  -3.924067,    0.161,
